2,rich,富人,0.33234820595692866
4,lease,租约,0.39057615954143415
5,house,房子,0.4337773603518676
6,bathroom,浴室,0.5615115806879493
9,house,房子,0.4337773603518676
10,deck,阳台,0.1445610709472173
13,window,窗口,0.4561206629247497
14,flexible,灵活,0.37743280132427454
15,email,发送,0.32272988926221685
16,full,设施,-0.00972683254957627
17,email,发送,0.32272988926221685
18,driveway,私人,0.1966306569644259
19,half,半,0.4493497733684835
22,free,免费,0.367614135130095
25,share,共用,0.4253315416033848
26,nice,好,0.4184144385670674
30,living,客厅,0.0793759370677999
31,all,全部,0.522374201994325
33,available,有,0.31140821540111185
35,pet,宠物,0.40634409805809457
36,email,发,0.2643401591344875
45,return,退还,0.27771036950029826
46,view,景观,0.31058906316336016
49,bathroom,浴室,0.5615115806879493
53,couple,情侣,0.22204341775044098
56,off,路,0.27294638447385405
57,no,禁止,0.23889505681461193
62,house,房子,0.4337773603518676
64,doorman,门卫,0.324771403061245
67,lease,租约,0.39057615954143415
68,nice,好好,0.3558093626039003
69,doorman,门卫,0.324771403061245
76,an,一,0.2567074054140475
79,share,共用,0.4253315416033848
84,half,装修,-0.01442903877095396
85,fully,完整,0.375544179269246
87,house,住宅,0.36722464310756453
89,house,套,0.29179067092397004
92,budget,资金,0.23842573832864042
95,email,邮箱,0.356676120556652
97,leasing,租约,0.2749793175232175
98,nice,好,0.4184144385670674
99,email,发,0.2643401591344875
102,queen,标准,0.025762241253599747
103,indoor,室内,0.33670953623712124
107,young,年轻,0.37956022772434617
108,share,共用,0.4253315416033848
110,living,客厅,0.0793759370677999
117,utility,设施,0.2182504146272075
119,house,整套,0.17511366134471879
124,house,房屋,0.3701189441965704
125,house,房屋,0.3701189441965704
134,deck,露台,0.3090684354452713
140,offer,录取,0.0639628501615917
143,available,可,0.36038924185131266
145,cover,包含,0.34404966465183723
146,so,很,0.5049200603824255
150,party,派对,0.17977000015583072
151,text,来,0.2590318552885209
156,utility,公用,0.3089916106885419
170,main,总,0.2417325622295548
171,lease,的,0.15142089596869418
177,twin,小,0.3255640222695541
178,call,打,0.3231550617816078
180,young,年轻,0.37956022772434617
185,share,共用,0.4253315416033848
190,vending,自动,0.03547565600429548
193,house,房子,0.4337773603518676
201,queen,标准,0.025762241253599747
204,about,关于,0.31144541918559937
206,bedroom,卧室,0.39530470390147243
208,house,房子,0.4337773603518676
209,remodel,改造,0.39406927175603784
210,free,免费,0.367614135130095
211,manager,经理,0.341061091108894
212,basement,地下室,0.44986362226444976
214,building,物业,0.17674154562667582
216,room,房间,0.46054308979067976
218,house,房子,0.4337773603518676
219,queen,标准,0.025762241253599747
222,double,双层,0.1880697527464254
226,email,邮箱,0.356676120556652
228,available,空闲,0.22957387436344037
231,house,房子,0.4337773603518676
233,fully,家具,0.0417942389959525
239,renew,更新,0.20382294733301828
240,utilities,不,0.19641219298948503
244,party,派对,0.17977000015583072
245,apartment,公寓,0.5477979072175544
247,update,更新,0.49811098071081833
248,visit,玩,0.29474716113627586
249,apartment,公寓,0.5477979072175544
259,so,很,0.5049200603824255
265,apartment,公寓,0.5477979072175544
266,yearly,一,0.1927479643896208
267,playground,休闲,0.19224704669187273
269,walk,步入,0.2224202565232676
270,fireplace,火炉,0.2093814626576452
277,prefer,更,0.26576000222638335
278,house,整,0.2603863501348856
279,king,特大,0.07385193094675557
281,apartment,公寓,0.5477979072175544
287,house,房子,0.4337773603518676
291,utility,各,0.24257202855596605
302,house,房子,0.4337773603518676
303,house,整个,0.12032610075474857
304,house,房子,0.4337773603518676
307,email,发,0.2643401591344875
309,check,支票,0.26713132210482177
314,doorman,门卫,0.324771403061245
319,house,房子,0.4337773603518676
320,house,房子,0.4337773603518676
322,party,派对,0.17977000015583072
323,share,共用,0.4253315416033848
324,bar,酒吧,0.37766541443553386
325,couple,情侣,0.22204341775044098
326,lease,租约,0.39057615954143415
329,utility,各,0.24257202855596605
335,the,越,0.39501566098748103
336,apartment,公寓,0.5477979072175544
337,union,联合,0.2597623745648878
339,email,邮件,0.37032620847661013
341,pet,允许,0.09691663066738179
345,bathroom,浴室,0.5615115806879493
366,happy,气氛,0.09036718904039552
372,house,房子,0.4337773603518676
373,house,位于,0.04150946524557431
375,house,房子,0.4337773603518676
377,update,的,0.2607165975788838
380,house,整个,0.12032610075474857
381,scam,诈骗,0.3536136182508627
382,ps,备注,0.10068257648629814
385,house,房子,0.4337773603518676
386,available,可,0.36038924185131266
392,house,房子,0.4337773603518676
400,house,整套,0.17511366134471879
405,doorman,门卫,0.324771403061245
406,indoor,室内,0.33670953623712124
409,closet,衣柜,0.3760724294028726
411,bedroom,卧室,0.39530470390147243
412,apt,公寓,0.06604799920510378
419,summer,暑期,0.3987025612998429
421,email,发,0.2643401591344875
423,town,市内,0.34504579201666347
428,email,发,0.2643401591344875
432,see,看见,0.30929549557226454
436,gas,电气,0.04936707582027402
437,lobby,大厅,0.29280749018959396
440,lease,租约,0.39057615954143415
441,utility,服务,0.21863832372747893
444,house,房子,0.4337773603518676
446,lobby,大堂,0.36250283217824897
452,prefer,优先,0.18327672206683784
453,email,发,0.2643401591344875
461,doorman,门卫,0.324771403061245
464,lease,租约,0.39057615954143415
465,apartment,公寓,0.5477979072175544
470,garage,车库,0.33342765437943067
479,share,共用,0.4253315416033848
484,offer,找到,0.2549901134976989
486,house,整个,0.12032610075474857
488,or,或者,0.5181667574819785
489,house,房子,0.4337773603518676
496,available,目前,0.25529652654776125
500,email,邮箱,0.356676120556652
502,the,价格,0.05951352550807095
510,queen,标准,0.025762241253599747
515,leasing,租赁,0.33856230257807074
516,building,整,0.2545048855118428
519,doorman,门卫,0.324771403061245
520,deep,完全,0.22512823413872818
522,share,一起,0.2765516299635204
523,house,房子,0.4337773603518676
528,available,可,0.36038924185131266
529,free,免费,0.367614135130095
531,houses,房子,0.37280504353357485
532,utility,各,0.24257202855596605
537,utility,各,0.24257202855596605
540,garage,车库,0.33342765437943067
544,security,订金,0.0352095479203129
546,apartment,公寓,0.5477979072175544
549,house,房子,0.4337773603518676
551,house,房子,0.4337773603518676
554,nice,人,0.22034368323491893
555,king,特大,0.07385193094675557
557,hard,非,0.3285086002616664
561,nice,好,0.4184144385670674
563,dining,餐厅,0.37559825190037593
567,bedroom,卧室,0.39530470390147243
574,outdoor,户外,0.3814313618109846
575,bedrooms,卧室,0.3867391397527874
576,bedroom,每个,0.15641193048107735
585,month,每,0.3624169612616054
586,apt,公寓,0.06604799920510378
587,quarter,不用,0.11119185630843756
592,queen,标准,0.025762241253599747
597,share,共用,0.4253315416033848
598,queen,标准,0.025762241253599747
601,nice,好,0.4184144385670674
604,check,审查,0.148053289941839
606,house,房子,0.4337773603518676
608,bath,浴室,0.396273306467799
610,update,更新,0.49811098071081833
611,house,房子,0.4337773603518676
614,house,房子,0.4337773603518676
618,rooms,房子,0.2915649762785771
624,sewage,污水,0.5488642616184858
626,paper,纸巾,0.3224414992228847
628,email,发,0.2643401591344875
629,bathroom,共用,0.13165734755080238
638,nice,好,0.4184144385670674
644,house,房子,0.4337773603518676
645,month,每,0.3624169612616054
647,house,房子,0.4337773603518676
654,house,房子,0.4337773603518676
655,share,共用,0.4253315416033848
656,post,发布,0.07313180729675248
661,apartment,公寓,0.5477979072175544
662,queen,标准,0.025762241253599747
668,share,共用,0.4253315416033848
669,house,房子,0.4337773603518676
673,house,房子,0.4337773603518676
677,nice,善良,0.19838356707721552
680,apt,公寓,0.06604799920510378
681,house,房子,0.4337773603518676
683,email,邮件,0.37032620847661013
685,neighborhood,附近,0.333286251466226
686,queen,标准,0.025762241253599747
687,email,发,0.2643401591344875
688,bedroom,卧室,0.39530470390147243
692,closet,衣柜,0.3760724294028726
694,bonus,福利,0.12378581564666541
695,basement,地下室,0.44986362226444976
698,lease,租约,0.39057615954143415
699,nice,好,0.4184144385670674
700,house,房子,0.4337773603518676
713,location,位置,0.4217850084859205
714,share,共,0.31831286485927857
718,house,房子,0.4337773603518676
720,house,房子,0.4337773603518676
722,a,是,0.44440818131043275
723,apartment,公寓,0.5477979072175544
726,studio,带,0.19317207738131167
727,a,周,0.3472347449701557
728,half,盥洗,0.1774414785091078
729,house,房子,0.4337773603518676
730,apartments,公寓,0.4647746020114352
733,apartments,租,0.2772183494024449
734,park,临街,-8.800597026718433e-05
738,house,房子,0.4337773603518676
743,bus,巴士,0.4658802852087645
744,email,发,0.2643401591344875
745,lease,租约,0.39057615954143415
746,park,公园,0.38006315815475644
747,duplex,复式,0.18638827189242405
753,management,物业,0.16316072662632491
754,house,房子,0.4337773603518676
761,house,房子,0.4337773603518676
769,house,房子,0.4337773603518676
770,house,房子,0.4337773603518676
772,view,视野,0.22562502896870232
773,queen,标准,0.025762241253599747
775,queen,标准,0.025762241253599747
777,living,客厅,0.0793759370677999
790,apt,公寓,0.06604799920510378
791,house,住房,0.3113434963185353
792,house,房子,0.4337773603518676
797,garage,车库,0.33342765437943067
799,flexible,灵活,0.37743280132427454
802,queen,标准,0.025762241253599747
803,apartment,公寓,0.5477979072175544
806,apartment,公寓,0.5477979072175544
811,apt,公寓,0.06604799920510378
812,available,空缺,0.13570753506672162
816,apartment,公寓,0.5477979072175544
829,nice,很好,0.38678701167974355
834,house,房子,0.4337773603518676
840,house,房子,0.4337773603518676
843,bedroom,房间,0.3837614085741233
844,money,钱,0.45336970455236547
846,crime,犯罪,0.5880498999381654
853,house,独,0.2173001516910546
857,email,邮件,0.37032620847661013
858,utilities,配套,0.29372416492996506
862,house,房子,0.4337773603518676
864,house,独,0.2173001516910546
867,queen,较,0.1252867365597811
868,powder,化妆,0.15543668135200703
880,powder,化妆,0.15543668135200703
882,furniture,家具,0.5507536677662279
890,house,房子,0.4337773603518676
891,apartment,公寓,0.5477979072175544
892,living,客厅,0.0793759370677999
893,bathroom,淋浴,0.4776344628905835
894,email,邮件,0.37032620847661013
895,email,邮件,0.37032620847661013
897,email,邮件,0.37032620847661013
902,house,房子,0.4337773603518676
906,house,房子,0.4337773603518676
909,house,房子,0.4337773603518676
911,yearly,年,0.2533080608478699
912,washer,免费,0.061496087832583375
914,house,房子,0.4337773603518676
915,washer,洗衣机,0.3126464954039404
916,no,禁烟,0.07981094054503954
917,email,邮件,0.37032620847661013
924,topic,主题,0.17406168970726324
926,dining,餐厅,0.37559825190037593
930,cozy,紧凑,0.0910080786701152
931,house,房子,0.4337773603518676
939,house,房子,0.4337773603518676
944,email,邮件,0.37032620847661013
957,nice,好,0.4184144385670674
960,playground,操场,0.24088578336502098
964,everything,精装,0.050677806549529185
