relatively,非常,1.025383181669467,187,0.47432747
layout,布局,1.0179755985913495,16,0.48183215
picture,相片,0.9846012620364051,40,0.51526684
outside,以外,1.0348333408791648,9,0.46453503
switch,搭配,1.103563344972051,664,0.39105162
occasionally,偶而,1.0100273258611199,85,0.48991764
challenge,挑战,1.0896915953917836,93,0.40628695
funding,捐助,1.1037294453220055,533,0.39088887
assure,瞭解,1.0848860340455782,944,0.41148275
transport,运输,1.0870047533380212,188,0.40921694
january,九月,0.97126497864036,18,0.5283301
performance,表演,1.050137395789735,49,0.4485877
certified,认证,1.14035756659523,228,0.34978858
this,yamaguchi先生,1.0800950482973757,192,0.4166707
features,包括,1.0706403728912262,151,0.4268896
guard,兵,1.1087738925337425,290,0.3853226
do,要,1.1226807325871393,836,0.36982414
spare,擕,1.0876595835961524,133,0.4084742
fax,列印,1.0890991103956118,372,0.4069131
ring,环,1.0955964596393901,65,0.39979553
drive,跑,1.0854277312809553,83,0.41090226
ensure,以便,1.0695422809269013,331,0.42807406
indicate,表明,1.0821484647374136,271,0.41446632
coal,煤,0.9580170111764994,56,0.54110175
entrance,入口,1.0129123745602193,163,0.48701537
fundamental,基本,1.0542525470633568,1013,0.4442575
reserve,只,1.1602402872546802,392,0.32697088
before,之前,0.9750860266243142,25,0.5246142
place,在,1.0776606598005694,16,0.41933843
load,量,1.0455566482525795,158,0.45338845
assist,协助,1.0961033965766127,50,0.39927673
hope,希望,1.0031729801317286,27,0.49677092
department,部,1.1209055549896356,192,0.37176433
repair,修理,0.9638887527891673,21,0.53541785
cash,支付,1.0622374969694037,272,0.43582648
ten,十,0.9456295397755096,28,0.5528907
cleanliness,健康,1.1223849531673964,1186,0.37015015
obtain,取回,0.9933727005106245,33,0.5066143
collection,收藏,0.9382572671665371,12,0.55983496
hardwood,硬木,1.0406809480229333,497,0.4584975
complete,完整,0.9680186641022154,5,0.53147304
exceed,超出,1.0403859827877742,32,0.45877367
socks,琉竜,1.1261323441079463,1157,0.36591578
foreign,外交,1.059610209645443,50,0.43858427
respectively,位,1.0382832574552026,21,0.46097174
strip,弄,1.1517697536492697,436,0.33670357
just,就算,0.9744706259124724,230,0.5251961
strengthen,加强,1.0941065313821254,594,0.40148678
conduct,偏私,1.1253612501233214,1285,0.36679572
ground,地面,1.0642297463702668,21,0.4336916
termination,终止,1.0531205837719917,96,0.44544804
leave,留在,0.9923504038838724,52,0.5075957
must,只要,1.0026825996229,84,0.49727988
pen,笔,1.083206361632075,32,0.4133322
air,航空,1.0714440785101635,173,0.42602256
system,制度,1.1069248639520801,150,0.38733858
countless,不少,1.0565199378376102,173,0.44192553
indoor,室外,1.0683275401063475,78,0.42928955
church,教堂,0.9878308352728503,282,0.5120903
frequently,常常,0.9451737709597748,44,0.55329704
minute,分钟,1.033423584689796,28,0.4660238
somewhat,不甚,1.0463426478734965,628,0.45254007
if,如果,0.9775225706911539,289,0.52211547
beer,啤酒,0.8944098058854036,39,0.6000122
towards,朝向,1.0674083017995015,61,0.43031335
spirit,邪念,1.0297801913026428,56,0.469775
specify,依照,1.076321977270935,626,0.42078528
play,上演,1.0487288511773745,23,0.45010298
most,最,0.9624122483522536,31,0.5368805
campus,校园,1.1055559966173745,399,0.3889007
visible,遮蔽,1.112961984091386,680,0.38066086
whether,是否,0.9578278148841919,121,0.541271
sofa,椅子,1.0432546111646692,95,0.45583266
mostly,大多,0.8663816375982627,10,0.6246786
shading,明暗,1.0898357648583017,752,0.40613955
full,完整,1.1433507947788695,23,0.3463583
daily,每日,0.9164274095687237,7,0.58008844
simple,简单,1.0290291333341886,192,0.47054377
body,全身,1.1107550549782894,161,0.38310742
wireless,通信,1.0945487580079027,1027,0.4010199
storage,存放,1.0395916828585097,167,0.45959195
popular,有名,1.0590814191185722,64,0.43917137
library,图书,1.0900235586315818,153,0.40592483
ah,欣,1.0888673245704228,87,0.40719923
shortcoming,瑕疵,1.1011587406576104,1603,0.39379892
finish,拿到,1.1109190056124612,408,0.38294134
question,回答,1.0066868699278269,363,0.49327677
fishing,泊船,1.055348695250204,305,0.44310114
noise,噪音,0.8997081821009004,12,0.59524965
stay,回到,0.995100302452508,29,0.5049057
perhaps,何止,1.147132583417048,1356,0.3420456
everybody,你,1.0412327719473884,445,0.4579342
beautiful,迷人,0.9814302476168792,118,0.51839465
plus,另加,0.9869398335999112,4,0.5129742
reduce,降低,0.9515332460256903,96,0.54726976
grassland,草原,1.0606123299777388,896,0.43752408
cup,杯,0.9966913317105562,63,0.5032639
otherwise,除非,0.9824693273003149,214,0.5174133
targeted,遭,1.1273124265685037,782,0.3646073
fun,好玩,1.0279725806364166,463,0.4716444
trip,旅行,0.948666625461904,24,0.5500034
building,建物,1.0257204153181958,348,0.47394842
various,不同,1.0038376165128693,69,0.49613246
mischief,耍弄,1.085351706689518,1725,0.41103566
consult,徵得,1.086766015054796,364,0.40950426
believe,相信,0.98166464868115,417,0.5181684
these,很多,0.997069674713671,119,0.5029303
wish,想要,1.0464572227005735,269,0.45248568
area,附近,1.0588868861221086,146,0.43941513
talk,琉竜,0.8822953806136173,128,0.6107998
fooled,揭破,1.0843445699770442,1376,0.4121223
authentic,最能,1.091166598683129,603,0.4046042
strain,患,1.1130440201693925,654,0.38056067
kind,很,1.018867443523968,186,0.48095778
search,搜索,0.9983576335427442,24,0.50166816
mind,思考,1.0336195550574,336,0.4658143
polytechnic,理工,1.0549266798302737,118,0.4435275
emphasize,著重,1.054409806346359,878,0.444088
courtyard,庭院,0.9939769049872044,387,0.50602216
walk,散步,0.9960026128647964,12,0.50398135
post,今早,1.1219776764919862,57,0.37061417
dad,爸,1.0210984279305702,189,0.47868785
hold,持,1.0571876294307285,18,0.44119748
team,赛,1.107668984452266,867,0.38654968
toilet,洗澡,1.0002568148113469,130,0.4997455
laundry,洗衣,0.9573788807501047,33,0.5417492
how,如何,1.0227366894013514,242,0.47702116
newcomer,新人,1.1007035338943627,83,0.39422756
screen,屏幕,1.0300229537950822,51,0.46951607
see,看,1.057870682884464,112,0.4404424
above,yamaguchi先生,1.1025877699376019,357,0.39215314
reputation,名望,1.0601557168047404,204,0.43804607
although,仍然,0.971183049600224,115,0.5284021
competition,赛,1.1482301110214654,658,0.3408238
batch,批次,0.9808552171524987,2,0.518959
position,位置,1.0314279288093395,12,0.46809822
share,分享,1.0132569869784642,6,0.4866308
blow,吹,1.0699742611374992,238,0.42756405
depth,深度,0.923224076848334,4,0.5738404
any,任何,0.9732882019856893,72,0.52635914
fee,收取,1.0281896207733152,93,0.47142437
basket,炒,1.1166967981254718,137,0.37653166
may,九月,1.036209408835569,17,0.46312332
sunday,星期日,0.9564792866170189,33,0.5425681
smoking,菸,1.0031324056068192,39,0.49684542
tangled,扯,1.1228177627238514,833,0.36963943
past,多年,1.0968965455105801,54,0.39840567
receive,收到,1.0193286299456175,34,0.48049822
printer,列印,1.0283572687150844,81,0.47122133
manual,附,1.1432845117202985,256,0.3464805
hawaii,夏威夷,0.9920251345463849,66,0.50793886
which,而,0.9649325600233756,42,0.5344533
daytime,白天,1.0351602929882895,53,0.46420315
even,即使,0.9330170199415077,242,0.56475544
senior,委任,1.1204089796497196,215,0.37234858
mailbox,信箱,1.0698026914127623,216,0.42776427
hobby,嗜好,1.0657587052013977,29,0.43206438
account,退,1.1498074923168702,1124,0.33898413
vehicle,车,1.0749056311195964,538,0.422253
work,工作,0.9463516950701147,3,0.55219465
complex,合,1.1347785803643708,400,0.35609698
object,物件,1.0020423637832316,40,0.4979339
video,影片,1.0294224880250993,188,0.47018114
travel,旅行,0.9430935915137255,14,0.5553085
helper,使役,1.1149072465497853,40,0.37852463
expert,精通,1.1193868013904864,345,0.37341243
business,生意,1.0932691154858443,497,0.40237853
it,它,1.008840962791997,30,0.49109796
main,主要,0.9883843125304392,1,0.51158637
often,常常,0.9510670158405897,66,0.5477176
sleep,睡,0.94002911405731,37,0.55816346
know,知道,0.9890461716123579,416,0.51093286
bedside,垂危,1.1009365806874647,659,0.3939758
topic,琉竜,1.0517824357995371,783,0.4469018
cosmetic,美容,1.0777464140278066,387,0.41926992
