participate,参与,1.1069425924941947,224,0.38731664
comprehensive,完善,1.0716221181721504,50,0.42584908
mirror,镜,1.040143520614173,46,0.45905057
classic,模仿,1.1084291396496686,98,0.3857027
support,支持,0.9097331603520858,8,0.5861954
math,初等,1.1374441394456796,346,0.3531432
side,靠,1.0597540836932322,19,0.43847004
powerful,强大,1.006326032588305,27,0.49366605
one,十,0.9796595717366189,34,0.5201395
batch,批次,0.9808552171524987,2,0.518959
east,西部,1.03003195035912,57,0.46950537
itself,本身,1.0546183116383872,168,0.44383863
normal,正常,1.0023309337647581,6,0.49764225
soul,灵魂,1.0672635714842382,345,0.43045795
report,指出,1.1426433450132343,136,0.34717715
connections,密切,1.1257488042456538,335,0.3663364
tickets,收票,1.057983295020284,135,0.4403219
concentrate,精力,1.0685167705611105,53,0.42917287
basically,只是,0.9893502836259286,646,0.5105599
change,更改,0.9358967496690729,10,0.5620482
thousands,成千,0.9477418221557102,22,0.55087394
fewer,更少,0.9955328351413975,36,0.50448114
this,yamaguchi先生,1.0800950482973757,192,0.4166707
on,上,1.0193742609477638,3,0.48041263
thin,厚薄,0.959429731315249,82,0.53974295
dormitory,宿舍,0.9403583824367219,29,0.55785376
fantasy,幻,1.020149986337077,126,0.4796616
affim
author,作者,0.9636736570248802,51,0.535674
analyze,分析,0.9973949557590307,152,0.50258607
revise,修改,1.0242746990557896,130,0.47540742
aerobic,有氧,1.0622270131998508,813,0.4358207
high,低,0.9906831740285776,7,0.5092713
harm,危害,1.0739010247666216,955,0.42340383
no.
return,返回,0.9244188249924258,5,0.572732
clothing,衣物,0.9292948022735855,94,0.56818503
advocate,提倡,1.0573462057326175,94,0.44103602
obey,遵守,0.9824786785127122,36,0.5173772
prom,穿,1.1475641534803538,1076,0.34154922
match,踢,1.0821970879467786,398,0.41442904
event,事,1.098063329026386,126,0.39714307
publicity,炒作,1.0980819358039584,350,0.39711404
backstage,彩排,1.1342596711446808,2089,0.3567061
fake,假冒,0.99407004493136,71,0.5059319
output,值,1.100984048859319,1039,0.39390564
entire,全部,1.021734872242448,30,0.47797945
brand,品牌,0.8619825878731187,5,0.62848496
replace,取代,0.9002324749474532,6,0.5947928
bedroom,浴室,1.0170500452032452,175,0.4828349
half,半,1.049424391320192,25,0.44934982
judgment,判案,1.0689323757742182,651,0.42869532
hapiness
doomed,注定,1.0444654332527166,529,0.4545456
ok,啊,1.0880973184208824,599,0.4080709
fudan,第,1.0974285430995638,1280,0.39781168
rail,通勤,1.1262394120520134,900,0.36580244
today,今日,0.9789517963964298,7,0.5208012
wave,浪潮,1.022057610365856,22,0.47768554
pro,鼓吹,1.1202552658143214,27,0.37266195
dalian,合肥,1.0114705358852782,445,0.4884607
talk,竜龙,0.8375345964113103,47,0.6492775
dry,乾燥,0.9895609416566928,91,0.5103752
member,成员,1.0626817663461121,58,0.43531457
industry,业,1.0850488003413201,320,0.41133282
them,想,1.0536232020048053,363,0.4449764
material,材料,0.979276870497934,6,0.5205343
achievement,成就,0.9648371830118461,17,0.53455526
hehe,嗯嗯,1.1068111348154253,859,0.3875263
complete,完整,0.9680186641022154,5,0.53147304
gym,健身,1.0195877196380192,48,0.48020574
liquor,酒,0.9779934730869349,54,0.52180177
branch,分支,0.9869076444250172,2,0.51299846
choke,劈,1.1140517070668654,234,0.37941375
false,假,1.084638148232185,195,0.41179454
semester,期末,1.0456253419823565,147,0.45335665
sky,天空,0.9123881495316638,2,0.58378136
value,值,1.0188455466889506,23,0.4809167
record,刷新,1.078779991604233,39,0.4181012
threshold,越高,1.087968953355459,190,0.4081385
create,新的,1.081642140226205,265,0.41502115
about,大概,1.0597684951260276,60,0.43849447
business,生意,1.0932691154858443,497,0.40237853
magic,魔法,0.9901744804837217,64,0.50974816
profit,盈利,1.0614169016642052,121,0.43667132
tourism,休閒,1.0858263791305114,156,0.41047254
static,激磁,1.136207256125637,1393,0.35446236
humanities,人文,1.1053109008466593,941,0.38911772
abstract,抽象,0.9667603526513373,61,0.5326968
higher,更高,0.910117558457711,3,0.5858216
myth,神话,1.1141731407420572,1357,0.37933314
several,不少,1.0158725417454113,73,0.48400596
correspond,相同,1.0910361635867072,906,0.40478188
hot,冷,1.0865754938088639,127,0.4096975
mountain,山,0.9416854580465491,26,0.55661905
prove,找出,1.0776818447930827,1132,0.41931474
relation,只跟,1.0563204754796274,357,0.4420624
modeling,模型,1.1118865774392592,709,0.381855
